Организация;Год;Фамилия и инициалы лица, чьи сведения размещаются;Владелец;Должность;вид объекта;вид собственности;площадь (кв. м);страна расположения;вид объекта;площадь (кв. м);страна расположения;Транспортные средства (вид, марка);Декларированный годовой доход <1> (руб.);Сведения об источниках получения средств, за счет которых совершена сделка <2> (вид приобретенного имущества, источники)
"Следственное управление Следственного Комитета по Республике Коми";"2014";"Скосырев М.С.";"Несовершеннолетний ребёнок";"";"";"";"";"";"Квартира";"96.6";"Россия";"";"";""
"Следственное управление Следственного Комитета по Республике Коми";"2014";"Басманов Н.А.";"";"руководитель управления";"Квартира";"Индивидуальная";"102.4";"Россия";"Земельный участок";"1466";"Россия";"";"5174898.8499999996";""
"Следственное управление Следственного Комитета по Республике Коми";"2014";"Басманов Н.А.";"";"руководитель управления";"Земельный участок";"Индивидуальная";"630";"Россия";"Жилой дом";"64.400000000000006";"Россия";"";"";""
"Следственное управление Следственного Комитета по Республике Коми";"2014";"Басманов Н.А.";"";"руководитель управления";"Дача";"Индивидуальная";"20";"Россия";"Квартира";"83.6";"Россия";"";"";""
"Следственное управление Следственного Комитета по Республике Коми";"2014";"Басманов Н.А.";"Супруга";"";"Земельный участок";"Общая долевая, 3/4";"1466";"Россия";"Квартира";"102.4";"Россия";"";"406174.8";""
"Следственное управление Следственного Комитета по Республике Коми";"2014";"Басманов Н.А.";"Супруга";"";"Жилой дом";"Общая долевая, 3/4";"64.400000000000006";"Россия";"Земельный участок";"630";"Россия";"";"";""
"Следственное управление Следственного Комитета по Республике Коми";"2014";"Басманов Н.А.";"Супруга";"";"Квартира";"Индивидуальная";"83.6";"Россия";"Квартира";"51.3";"Россия";"";"";""
"Следственное управление Следственного Комитета по Республике Коми";"2014";"Басманов Н.А.";"Супруга";"";"";"";"";"";"Дача";"20";"Россия";"";"";""
"Следственное управление Следственного Комитета по Республике Коми";"2013";"Басманов Н.А.";"";"руководитель управления";"Квартира";"Индивидуальная";"102.4";"Россия";"Земельный участок";"";"";"";"3266536.9";""
"Следственное управление Следственного Комитета по Республике Коми";"2013";"Басманов Н.А.";"";"";"Земельный участок";"Индивидуальная";"630";"Россия";"Жилой дом";"1466";"Россия";"";"";""
"Следственное управление Следственного Комитета по Республике Коми";"2013";"Басманов Н.А.";"";"";"Квартира";"Индивидуальная";"51.3";"Россия";"Квартира";"64.400000000000006";"Россия";"";"";""
"Следственное управление Следственного Комитета по Республике Коми";"2013";"Басманов Н.А.";"";"";"Дача";"Индивидуальная";"20";"Россия";"";"83.6";"Россия";"";"";""
"Следственное управление Следственного Комитета по Республике Коми";"2013";"Басманов Н.А.";"Супруга";"";"Земельный участок";"Общая долевая, 3/4";"1466";"Россия";"Квартира";"102.4";"Россия";"";"476500";""
"Следственное управление Следственного Комитета по Республике Коми";"2013";"Басманов Н.А.";"Супруга";"";"Жилой дом";"Общая долевая, 3/5";"64.400000000000006";"Россия";"Земельный участок";"630";"Россия";"";"";""
"Следственное управление Следственного Комитета по Республике Коми";"2013";"Басманов Н.А.";"Супруга";"";"Квартира";"Индивидуальная";"83.6";"Россия";"Квартира";"51.3";"Россия";"";"";""
"Следственное управление Следственного Комитета по Республике Коми";"2013";"Басманов Н.А.";"Супруга";"";"";"";"";"";"Дача";"20";"Россия";"";"";""
"Следственное управление Следственного Комитета по Республике Коми";"2013";"Исаев А.Н.";"";"первый заместитель руководителя управления";"Земельный участок";"Индивидуальная";"2659";"Россия";"Квартира";"69.2";"Россия";"Автомобиль легковой Mitsubishi";"2564320.2400000002";""
